Questions,Answers,Pertanyaan_ID,Jawaban_ID
What do I do if the support doesn’t help?,"It can be difficult to find the things that will help you, as different things help different people. It's important to be open to a range of approaches and to be committed to finding the right help and to continue to be hopeful, even when some things don't work out.",Apa yang harus saya lakukan jika dukungan tidak membantu?,"Mungkin sulit untuk menemukan hal -hal yang akan membantu Anda, karena hal -hal yang berbeda membantu orang yang berbeda.Penting untuk terbuka untuk berbagai pendekatan dan berkomitmen untuk menemukan bantuan yang tepat dan untuk terus berharap, bahkan ketika beberapa hal tidak berhasil."
Can you prevent mental health problems?,"We can all suffer from mental health challenges, but developing our wellbeing, resilience, and seeking help early can help prevent challenges becoming serious.",Bisakah Anda mencegah masalah kesehatan mental?,"Kita semua dapat menderita tantangan kesehatan mental, tetapi mengembangkan kesejahteraan, ketahanan, dan mencari bantuan kita sejak dini dapat membantu mencegah tantangan menjadi serius."
Are there cures for mental health problems?,"It is often more realistic and helpful to find out what helps with the issues you face. Talking, counselling, medication, friendships, exercise, good sleep and nutrition, and meaningful occupation can all help.",Apakah ada obat untuk masalah kesehatan mental?,"Seringkali lebih realistis dan bermanfaat untuk mengetahui apa yang membantu dengan masalah yang Anda hadapi.Berbicara, konseling, obat -obatan, persahabatan, olahraga, tidur nyenyak dan nutrisi, dan pekerjaan yang bermakna semuanya bisa membantu."
What causes mental health problems?,"Challenges or problems with your mental health can arise from psychological, biological, and social, issues, as well as life events.",Apa yang menyebabkan masalah kesehatan mental?,"Tantangan atau masalah dengan kesehatan mental Anda dapat muncul dari masalah psikologis, biologis, dan sosial, serta peristiwa kehidupan."
What do I do if I’m worried about my mental health?,"The most important thing is to talk to someone you trust. This might be a friend, colleague, family member, or GP. In addition to talking to someone, it may be useful to find out more information about what you are experiencing. These things may help to get some perspective on what you are experiencing, and be the start of getting help.",Apa yang harus saya lakukan jika saya khawatir tentang kesehatan mental saya?,"Yang paling penting adalah berbicara dengan seseorang yang Anda percayai.Ini mungkin teman, kolega, anggota keluarga, atau dokter umum.Selain berbicara dengan seseorang, mungkin berguna untuk mengetahui informasi lebih lanjut tentang apa yang Anda alami.Hal -hal ini dapat membantu mendapatkan beberapa perspektif tentang apa yang Anda alami, dan menjadi awal mendapatkan bantuan."
How do I know if I’m unwell?,"If your beliefs , thoughts , feelings or behaviours have a significant impact on your ability to function in what might be considered a normal or ordinary way, it would be important to seek help.",Bagaimana saya tahu jika saya tidak sehat?,"Jika keyakinan, pikiran, perasaan, atau perilaku Anda memiliki dampak signifikan pada kemampuan Anda untuk berfungsi dalam apa yang mungkin dianggap sebagai cara yang normal atau biasa, penting untuk mencari bantuan."
What should I do if I’m worried about a friend or relative?,This may depend on your relationship with them. Gently encouraging someone to seek appropriate support would be helpful to start with.,Apa yang harus saya lakukan jika saya khawatir tentang teman atau kerabat?,Ini mungkin tergantung pada hubungan Anda dengan mereka.Dengan lembut mendorong seseorang untuk mencari dukungan yang tepat akan membantu untuk memulai.
How do I deal with someone telling me what to do?,"Some people may advise you on good evidence of what works with the best of intentions, but it's important to find out what works best for you.",Bagaimana cara berurusan dengan seseorang yang memberi tahu saya apa yang harus dilakukan?,"Beberapa orang mungkin memberi tahu Anda tentang bukti yang baik tentang apa yang bekerja dengan niat terbaik, tetapi penting untuk mengetahui apa yang paling cocok untuk Anda."
Why do I need to keep informed?,"It may be tempting to try to block out the world altogether to avoid bad news, but it's important to keep yourself informed. We all have to step up during a pandemic because we all have a part to play in reducing the spread of the virus. It's important that you know what must be done and how you should do it. This is important for the health of your neighbours and your own mental health, and taking action can help counter difficult feelings like hopelessness and despair. 
 One study from people in China found that people who had reliable up-to-date information about the coronavirus and COVID-19 illness and accurate instructions on how they should act (such as instructions around hand-washing and wearing a mask) felt more resilient and felt better able to handle the virus. People who received good, accurate information reported lower levels of stress, anxiety, and depression. This research is available for free at www.mdpi.com/1660-4601/17/5/1729. 
 Of course, it's okay to set limits. Staying informed does not mean that you have to follow the news all day. Check in a few times a day, sticking to trusted sources and media outlets. While social media can be a great way to keep in touch with family and friends, social media can also amplify bad advice, vague or untrue stories, and other unhelpful information. Be sure to use good critical thinking skills.",Mengapa saya perlu terus mendapat informasi?,"Mungkin tergoda untuk mencoba memblokir dunia sama sekali untuk menghindari berita buruk, tetapi penting untuk memberi tahu diri Anda.Kita semua harus melangkah selama pandemi karena kita semua memiliki peran dalam mengurangi penyebaran virus.Penting bagi Anda untuk tahu apa yang harus dilakukan dan bagaimana Anda harus melakukannya.Ini penting untuk kesehatan tetangga Anda dan kesehatan mental Anda sendiri, dan mengambil tindakan dapat membantu melawan perasaan sulit seperti keputusasaan dan keputusasaan.
Satu studi dari orang-orang di Tiongkok menemukan bahwa orang-orang yang memiliki informasi terkini tentang coronavirus dan penyakit Covid-19 dan instruksi yang akurat tentang bagaimana mereka harus bertindak (seperti instruksi di sekitar mencuci tangan dan mengenakan topeng) terasa lebih tangguh dan merasa lebih mampu menangani virus.Orang yang menerima informasi yang baik dan akurat melaporkan tingkat stres, kecemasan, dan depresi yang lebih rendah.Penelitian ini tersedia secara gratis di www.mdpi.com/1660-4601/17/5/1729.
Tentu saja, tidak apa -apa untuk menetapkan batas.Tetap mendapat informasi bukan berarti Anda harus mengikuti berita sepanjang hari.Periksa beberapa kali sehari, tetap pada sumber dan outlet media tepercaya.Sementara media sosial bisa menjadi cara yang bagus untuk tetap berhubungan dengan keluarga dan teman, media sosial juga dapat memperkuat nasihat yang buruk, cerita yang tidak jelas atau tidak benar, dan informasi yang tidak membantu lainnya.Pastikan untuk menggunakan keterampilan berpikir kritis yang baik."
How can I tell if health information is good or bad?,"Anyone can post anything online. It's up to the readers to think critically about information to decide if it seems helpful, truthful, or safe. Here are key points to keep in mind as you determine which information is worth considering and which information doesn't pass the test. 
 It's so easy to spread information online, and we can't assume that the source we're reading or watching is the original source. Before you can evaluate anything, you need to know where the claims come from and determine if it's a reliable source. 
 Reliable sources on the coronavirus and COVID-19 illness include the World Health Organization (WHO), Government of Canada ministries and agencies like Health Canada and the Public Health Agency of Canada, the Government of BC ministries and agencies like the BC Ministry of Health, and the BC Centre for Disease Control (BCCDC). Scientists and researchers at universities and other institutions and health sciences professionals are also important sources of information. 
 Headlines and titles need to be simple and short, so they can sometimes be misleading on their own. They may also be purposefully shocking or controversial to entice you to click to read more. 
 Websites that belong to governments, government-funded agencies, well-known health providers, universities, or groups of medical professionals are generally the most reliable. Be careful of sites that don't list the author or don't tell you much about themselves. Double-check the author and the credentials of any 'experts' quoted or cited to see if they are actually experts in the topic being discussed. 
 Can you find other evidence from other sources to support the claims? Does the author list their sources? Are the sources legitimate, like research journals? 
 Unhelpful sources want you to feel a certain way: scared, angry, distrustful, vulnerable. Phrases like ""Skyrocketing rates of infection"" are sensational and they're meant to make people feel afraid. On the other hand, factual statements like ""We have 50 new cases in BC"" give you important information without playing into your emotions. Helpful news or information sources want you feel informed and empowered. 
 Who is paying for the site? What products or services are being advertised? What links or other sites do they promote? Are you learning something from a story or experience, or are you simply being directed to buy a product or service? 
 Social media can be a great way to keep in touch with family and friends, especially as we practice physical distancing or self-isolation. Social media can also be an important way to learn from health experts and connect to support services and mutual aid groups in your community. 
 Like any other source of information, it's important to use good critical thinking skills when you use social media. Studies find that searching for health information on social media generally has very mixed results. You'll see both very poor-quality sources next to good-quality sources, and it's up to you to decide which is which. In addition, social media posts tend to be short and rarely capture everything you need to consider. They are generally useful as a way to start learning or exploring different points of view rather than a place to gather all the information. 
 Visit www.mediasmarts.ca to learn more about digital and media literacy 
 Visit www.healthnewsreview.org to learn more about thinking critically around health claims (this resource is no longer updated daily, but all toolkits and lessons are still available) 
 This page is adapted from the Evaluating Mental Health and Substance Use Information info sheet.",Bagaimana saya bisa mengetahui apakah informasi kesehatan baik atau buruk?,"Siapa pun dapat memposting apa pun secara online.Terserah para pembaca untuk berpikir kritis tentang informasi untuk memutuskan apakah itu tampaknya membantu, jujur, atau aman.Berikut adalah poin -poin penting yang perlu diingat ketika Anda menentukan informasi mana yang layak dipertimbangkan dan informasi mana yang tidak lulus tes.
Sangat mudah untuk menyebarkan informasi secara online, dan kami tidak dapat berasumsi bahwa sumber yang kami baca atau tonton adalah sumber aslinya.Sebelum Anda dapat mengevaluasi apa pun, Anda perlu tahu dari mana klaim berasal dan menentukan apakah itu sumber yang dapat diandalkan.
Sumber-sumber yang dapat diandalkan pada penyakit Coronavirus dan Covid-19 termasuk Organisasi Kesehatan Dunia (WHO), Kementerian Pemerintah Kanada dan lembaga-lembaga seperti Health Canada dan Badan Kesehatan Masyarakat Kanada, Pemerintah Kementerian BC dan lembaga-lembaga seperti Kementerian Kesehatan BC, dan Pusat Pengendalian Penyakit BC (BCCDC).Para ilmuwan dan peneliti di universitas dan institusi lain dan profesional ilmu kesehatan juga merupakan sumber informasi penting.
Berita utama dan judul harus sederhana dan pendek, sehingga kadang -kadang bisa menyesatkan sendiri.Mereka mungkin juga sengaja mengejutkan atau kontroversial untuk memikat Anda untuk mengklik untuk membaca lebih lanjut.
Situs web milik pemerintah, lembaga yang didanai pemerintah, penyedia kesehatan terkenal, universitas, atau kelompok profesional medis umumnya yang paling dapat diandalkan.Hati -hati dengan situs yang tidak mencantumkan penulis atau tidak memberi tahu Anda banyak tentang diri mereka sendiri.Periksa ulang penulis dan kredensial dari 'ahli' yang dikutip atau dikutip untuk melihat apakah mereka benar-benar ahli dalam topik yang sedang dibahas.
Dapatkah Anda menemukan bukti lain dari sumber lain untuk mendukung klaim?Apakah penulis mencantumkan sumber mereka?Apakah sumbernya sah, seperti jurnal penelitian?
Sumber -sumber yang tidak membantu ingin Anda merasakan cara tertentu: takut, marah, tidak percaya, rentan.Frasa seperti ""melejit tingkat infeksi"" adalah sensasional dan mereka dimaksudkan untuk membuat orang merasa takut.Di sisi lain, pernyataan faktual seperti ""kami memiliki 50 kasus baru di BC"" memberi Anda informasi penting tanpa memainkan emosi Anda.Berita atau sumber informasi yang bermanfaat ingin Anda merasa mendapat informasi dan diberdayakan.
Siapa yang membayar situs ini?Produk atau layanan apa yang diiklankan?Tautan atau situs lain apa yang mereka promosikan?Apakah Anda mempelajari sesuatu dari cerita atau pengalaman, atau apakah Anda hanya diarahkan untuk membeli produk atau layanan?
Media sosial bisa menjadi cara yang bagus untuk tetap berhubungan dengan keluarga dan teman, terutama saat kami berlatih menjauhkan fisik atau isolasi diri.Media sosial juga bisa menjadi cara penting untuk belajar dari para ahli kesehatan dan terhubung ke layanan dukungan dan kelompok bantuan timbal balik di komunitas Anda.
Seperti sumber informasi lainnya, penting untuk menggunakan keterampilan berpikir kritis yang baik ketika Anda menggunakan media sosial.Studi menemukan bahwa mencari informasi kesehatan di media sosial umumnya memiliki hasil yang sangat beragam.Anda akan melihat kedua sumber berkualitas sangat buruk di sebelah sumber berkualitas baik, dan terserah Anda untuk memutuskan yang mana.Selain itu, posting media sosial cenderung pendek dan jarang menangkap semua yang perlu Anda pertimbangkan.Mereka umumnya berguna sebagai cara untuk mulai belajar atau mengeksplorasi berbagai sudut pandang daripada tempat untuk mengumpulkan semua informasi.
Kunjungi www.mediasmarts.ca untuk mempelajari lebih lanjut tentang literasi digital dan media
Kunjungi www.healthnewsreview.org untuk mempelajari lebih lanjut tentang berpikir kritis seputar klaim kesehatan (sumber ini tidak lagi diperbarui setiap hari, tetapi semua toolkit dan pelajaran masih tersedia)
Halaman ini diadaptasi dari evaluasi kesehatan mental dan lembar info informasi penggunaan narkoba."
